d,All,All,All,All+Gloss,All+Gloss,All+Gloss,Freq,Freq,Freq,Gloss,Gloss,Gloss,Gloss+Freq,Gloss+Freq,Gloss+Freq,All+Freq,All+Freq,All+Freq,All+Gloss+Freq,All+Gloss+Freq,All+Gloss+Freq
0,1019,2.34641,434.2805,1155,2.35161,491.1529,982,2.36364,415.4609,1460,2.35484,619.9997,1204,2.3537,511.5350,1060,2.35505,450.0966,1112,2.35714,471.7581
5,892,2.35197,379.2565,849,2.35644,360.2892,795,2.35314,337.8465,810,2.35548,343.8790
10,693,2.34354,295.7065,709,2.34812,301.9437,706,2.35452,299.8488,738,2.34797,314.3141,721,2.34915,306.9195,691,2.34797,294.2968,701,2.34812,298.5367
15,679,2.34797,289.1860,667,2.34915,283.9325,647,2.34459,275.9544,656,2.34471,279.7787
20,627,2.34014,267.9327,641,2.34471,273.3814,643,2.35452,273.0918,651,2.34797,277.2608,648,2.34915,275.8445,636,2.34459,271.2628,640,2.34471,272.9549
25,631,2.34364,269.2393,628,2.34483,267.8233,623,2.34364,265.8258,623,2.34375,265.8133
30,609,2.33677,260.6161,614,2.34375,261.9733,618,2.35374,262.5609,617,2.34602,262.9986,618,2.34602,263.4249,613,2.34364,261.5589,614,2.34375,261.9733
35,608,2.34602,259.1623,606,2.34602,258.3098,602,2.34722,256.4736,603,2.34375,257.2800
40,592,2.34028,252.9612,596,2.34375,254.2933,593,2.35294,252.0251,598,2.34602,254.8998,597,2.34602,254.4735,594,2.34722,253.0653,576,2.34266,245.8743
45,592,2.34256,252.7150,592,2.34256,252.7150,588,2.34028,251.2520,589,2.34028,251.6793
50,582,2.34266,248.4355,585,2.34266,249.7161,585,2.34256,249.7268,587,2.34256,250.5806,588,2.34256,251.0074,584,2.34028,249.5428,584,2.34028,249.5428
55,583,2.34256,248.8730,584,2.34495,249.0458,581,2.34266,248.0087,581,2.34266,248.0087
60,577,2.34266,246.3012,577,2.34266,246.3012,579,2.34495,246.9136,579,2.34256,247.1655,580,2.34495,247.3400,578,2.34266,246.7281,578,2.34266,246.7281
65,577,2.34256,246.3117,579,2.34495,246.9136,577,2.34266,246.3012,577,2.34266,246.3012
70,575,2.34266,245.4475,574,2.34266,245.0206,577,2.34495,246.0607,576,2.34256,245.8848,578,2.34495,246.4871,576,2.34266,245.8743,576,2.34266,245.8743
75,575,2.34256,245.4580,577,2.34495,246.0607,575,2.34386,245.3218,575,2.34266,245.4475
80,575,2.34266,245.4475,574,2.34266,245.0206,576,2.34615,245.5086,574,2.34256,245.0311,577,2.34495,246.0607,575,2.34386,245.3218,575,2.34266,245.4475
85,574,2.34256,245.0311,577,2.34495,246.0607,575,2.34386,245.3218,575,2.34266,245.4475
90,573,2.34266,244.5938,573,2.34266,244.5938,574,2.34386,244.8952,572,2.34028,244.4152,575,2.34266,245.4475,574,2.34386,244.8952,574,2.34266,245.0206
95,572,2.34028,244.4152,575,2.34266,245.4475,574,2.34386,244.8952,574,2.34266,245.0206
100,572,2.34266,244.1669,572,2.34266,244.1669,573,2.34386,244.4685,572,2.34028,244.4152,575,2.34266,245.4475,573,2.34386,244.4685,573,2.34266,244.5938
