sons,A vs G / A,A vs F / A,A vs A+G / A,A vs A+F / A,A vs G+F / A,A vs A+G+F / A,A vs G / G,G vs F / G,G vs A+G / G,G vs A+F / G,G vs G+F / G,G vs A+G+F / G,A vs F / F,G vs F / F,F vs A+G / F,F vs A+F / F,F vs G+F / F,F vs A+G+F / F,A vs A+G / A+G,G vs A+G / A+G,F vs A+G / A+G,A+G vs A+F / A+G,A+G vs G+F / A+G,A+G vs A+G+F / A+G,A vs A+F / A+F,G vs A+F / A+F,F vs A+F / A+F,A+G vs A+F / A+F,A+F vs G+F / A+F,A+F vs A+G+F / A+F,A vs G+F / G+F,G vs G+F / G+F,F vs G+F / G+F,A+G vs G+F / G+F,A+F vs G+F / G+F,G+F vs A+G+F / G+F,A vs A+G+F / A+G+F,G vs A+G+F / A+G+F,F vs A+G+F / A+G+F,A+F vs A+G+F / A+G+F,A+G vs A+G+F / A+G+F,G+F vs A+G+F / A+G+F
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
