synset	word	csco
14862192-n	dicromato_de_potasio	99.0
02317327-a	enrolado	99.0
01191158-n	sentenza	99.0
10576676-n	notábel	99.0
10576676-n	notable	99.0
10813986-n	Alhazen	99.0
01686439-a	orixinal	99.0
01184261-a	sen_cabeza	99.0
14955889-n	morteiro	99.0
14955889-n	argamasa	99.0
14760965-n	coiro_de_Rusia	99.0
05720602-n	sinestesia	99.0
08804319-n	L'Aquila	99.0
02028612-a	destro	99.0
01383638-n	plancto	99.0
00222485-n	suicidio	99.0
11196208-n	Edvard_Munch	99.0
14999614-n	Pyrex	99.0
09418059-n	Río_Ruso	99.0
01367431-a	festivo	99.0
10523076-n	investigador	99.0
01033081-a	de_proa	99.0
08752293-n	Santo_Domingo	99.0
05600637-n	faciana	99.0
05600637-n	cara	99.0
05600637-n	cara_humana	99.0
05600637-n	face	99.0
09923003-n	cicerone	99.0
01116380-a	imitado	99.0
01116380-a	falso	99.0
01116380-a	falsificado	99.0
12677427-n	Symphoricarpos	99.0
05606429-n	túnica_albuxínea_do_testículo	99.0
09732170-n	sudanés	99.0
06187529-n	utilitarismo	99.0
05583822-n	tecido_cicatricial	99.0
00929164-a	desaparecido	99.0
00929164-a	extinguido	99.0
00929164-a	extinto	99.0
02758500-a	macroeconómico	99.0
00426958-v	desaparecer	99.0
02348847-a	supraxacente	99.0
12929403-n	camelia	99.0
12929403-n	camellia	99.0
15020528-n	parafina_refinada	99.0
15020528-n	cera_en_escamas	99.0
06773434-n	tratado_internacional	99.0
06773434-n	tratado	99.0
06773434-n	pacto	99.0
05352433-n	arteria_metatarsea	99.0
05352433-n	arteria_metatarsal	99.0
14796575-n	chumbo_negro	99.0
14796575-n	plumbaxina	99.0
14796575-n	grafito	99.0
09699200-n	checoslovaco	99.0
14665469-n	alabastro	99.0
14665469-n	alabastro_oriental	99.0
14665469-n	ónix_mexicano	99.0
02508766-a	ventilado	99.0
05993367-n	positivismo	99.0
05117140-n	escaseza	99.0
13427789-n	adsorción	99.0
02014387-a	esperto	99.0
05608044-n	célula_nai_hematopoética	99.0
01830871-a	non_influente	99.0
10996876-n	George_Gershwin	99.0
