synset	word	csco
03908618-n	kutxatila	99.0
03908618-n	plumier	99.0
04279462-n	goru	99.0
00983333-v	azentua_jarri	99.0
00983333-v	azentuatu	99.0
07819303-n	ziape	99.0
15211484-n	maiatz	99.0
04895979-n	mesfidantza	99.0
10391086-n	ezkutari	99.0
10391086-n	morroi	99.0
03187037-n	koadrante	99.0
03129753-n	arasa	99.0
03129753-n	ontzitegi	99.0
10437698-n	lautadako_biztanle	99.0
03132879-n	joste-lan	99.0
03132879-n	gakorratz-lan	99.0
00556142-n	lasterraldi	99.0
00556142-n	arrapalada	99.0
00556142-n	presa	99.0
04248209-n	krisketa	99.0
02483267-v	exekutatu	99.0
02483267-v	hil	99.0
08225736-n	udal	99.0
08225736-n	udaletxe	99.0
09827683-n	jaioberri	99.0
07901176-n	manzanilla	99.0
12374418-n	estrepa	99.0
09747495-n	gambiar	99.0
06681177-n	albiste	99.0
06681177-n	berri	99.0
80000752-n	adenosina_fosfato	99.0
02032415-v	bereizi	99.0
02032415-v	banandu	99.0
02032415-v	elkarrengandik_urrundu	99.0
02032415-v	elkarrengandik_aldendu	99.0
02032415-v	elkarrengandik_urrutiratu	99.0
02032415-v	banatu	99.0
13885700-n	oker	62.0
01117723-n	merkealdi	99.0
01117723-n	beherapen	99.0
03790512-n	motozikleta	99.0
03790512-n	motor	99.0
03790512-n	moto	99.0
10082043-n	aitaginarreba	99.0
08367339-n	merkantilismo	99.0
11636566-n	ipuru	99.0
11636566-n	orre	99.0
11552806-n	urteroko_landare	99.0
09645091-n	amerindiar	99.0
09645091-n	indiar	99.0
08252467-n	ekitaldi	99.0
06168152-n	estrukturalismo	99.0
03960783-n	plaka	99.0
00921300-v	adierazgarri_izan	99.0
00921300-v	seinale_izan	99.0
00921300-v	iragarri	99.0
00921300-v	ezaugarri_izan	99.0
00921300-v	seinalatu	99.0
80000360-n	gaitun	99.0
07888909-n	malta	99.0
00881661-v	zorionak_eman	99.0
00881661-v	zoriondu	99.0
05493758-n	lobulu_frontal	99.0
05493758-n	bekoki-lobulu	99.0
05493758-n	kortex_frontal	49.0
02799323-n	bisera	99.0
01788932-v	gogaitu	99.0
01788932-v	gogait_egin	99.0
01788932-v	eragotzi	99.0
01788932-v	molestatu	99.0
00094954-n	ebanjelizazio	99.0
00094954-n	ebanjelismo	99.0
02918330-n	hesibabes	62.0
02918330-n	hesi-babes	62.0
02613672-v	galdu	99.0
13423779-n	abszisio	92.0
00208797-n	uzkailtze	99.0
00325502-n	igoaldi_neketsu	99.0
10752930-n	irabazle	99.0
10752930-n	garaile	99.0
04473884-n	garabi_garraiatzaile	99.0
12321077-n	pekan	92.0
06627938-n	postal	99.0
06627938-n	postal-txartel	99.0
01705257-v	erreferentzia_egin	99.0
01705257-v	aipatu	99.0
01705257-v	-ra_bidali	99.0
01705257-v	-ra_igorri	99.0
00373766-v	kauterizatu	99.0
00373766-v	erre	99.0
08960987-n	Luxenburgo	99.0
08960987-n	Luxemburg	99.0
00527872-n	klake	99.0
00161225-v	aldatu	99.0
00161225-v	trukatu	99.0
12518481-n	ikara-otso	99.0
07384344-n	karraska	99.0
00591858-n	zuzendaritza	99.0
04105893-n	gela	99.0
07586894-n	minestrone	99.0
08543496-n	hirigune	99.0
07995856-n	kolonia	99.0
02486932-v	elkartu	99.0
02486932-v	batu	99.0
02486932-v	bildu	99.0
